NRC;Periodo;Asignatura;Momento;Salon;Tipo;Id_Docente;Responsable;Sede_Docente;Ubicaci¢n;Tipo_Curso;Plantilla;Total_Alistamiento;Total_Ejecucion;Total_Curso;Valoracion;Email_Enviado
35-3382;202435;Modelos Pedag¢gicos;2;202;1;404250;LEID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3383;202435;Pr†ctica de Observaci¢n II;3;302;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3384;202435;Teorias y Dise§o Curricular;1;303;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3385;202435;Desarrollo Psicomotor y Juego;1;202;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3386;202435;Did†ctica del Lengu en la Educ;2;202;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3203;202435;Fundamentos de Mercado;1;VIRTU;2;764950;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3207;202435;An†lisis Financiero;2;B2-303;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3209;202435;Psicometr°a;2;VIRTU;2;367778;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3230;202435;Electiva de Profun y Aplica;2;VIRTU;2;445883;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3233;202435;Medici¢n y Evaluaci¢n;1;VIRTU;2;367778;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-3236;202435;Practica Profesional I;3;203;1;445883;PSID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-322;202435;Costos;2;B2-303;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3229;202435;Practica Profesional II;3;202;1;479699;PSID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-324;202435;Costos;2;B2-303;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3254;202435;Dise§o Metodol¢gico de la Inve;2;303;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3256;202435;Pr†ctica de Observaci¢n III;3;303;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3258;202435;Teorias y Dise§o Curricular;2;303;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3263;202435;Desarrollo Psicomotor y Juego;1;SALA B;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3268;202435;Did†ctica del Lengu en la Educ;1;204;1;404250;LEID;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3270;202435;Dise§o Metodol¢gico de la Inve;2;305;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3336;202435;Pr†ctica de Observaci¢n III;3;204;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3337;202435;Did†ctica del Pensamiento L¢gi;1;SALA B;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3338;202435;Evaluaci¢n Educativa;1;SALA A;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3339;202435;An†lisis de Resultados en Inve;2;203;1;539534;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3338;202435;Did†ctica del Pensamiento L¢gi;1;305;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3339;202435;Evaluaci¢n Educativa;1;203;1;539534;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3340;202435;An†lisis de Resultados en Inve;2;203;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3343;202435;Pr†ctica Formativa I;3;303;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3342;202435;Electiva Cpc;1;203;1;402379;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-3343;202435;Pol°ticas P£blicas Educativas;2;303;1;402379;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3344;202435;Curr°culo en Educaci¢n Infanti;2;302;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3345;202435;Pr†ctica Formativa II;3;203;1;735388;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-336;202435;Riesgos Mec†nicos y ElÇctricos;1;B2-304;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;25;75;Desempe§o Aceptable;-
35-3365;202435;Com Escrita y Proce Lect I;3;B2-305;1;535293;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-3369;202435;Fundamentos de Matem†ticas;1;B3-304;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-338;202435;Riesgos Mec†nicos y ElÇctricos;1;B2-302;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;25,95;75,95;Desempe§o Aceptable;-
35-3383;202435;Proyecto de Vida;2;B3-304;1;370873;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3384;202435;C†lculo Diferencial;2;B2-303;1;873405;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3386;202435;Contab de Invers y Financ;2;B2-303;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3390;202435;Procesos Administrativos;1;VIRTU;2;435726;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3408;202435;Estructura Financiera Colombia;1;B2-303;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-343;202435;Riesgos Mec†nicos y ElÇctricos;1;B2-302;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;23,75;73,75;Desempe§o Aceptable;-
35-3435;202435;Introducci¢n de Investigaci¢n;1;B2-302;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-342;202435;Procesos Administrativos;1;VIRTU;2;478373;ASOD;IBA;IBA;PD;INNOVAME;50;45;95;Desempe§o Excelente;-
35-343;202435;Procesos Administrativos;1;VIRTU;2;478373;ASOD;IBA;IBA;PD;INNOVAME;50;45;95;Desempe§o Excelente;-
35-3444;202435;Fundam de Econom y Micro;1;B2-303;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-345;202435;Procesos Administrativos;1;VIRTU;2;478373;ASOD;IBA;IBA;PD;INNOVAME;50;45;95;Desempe§o Excelente;-
35-3450;202435;C†lculo Integral;1;B3-304;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-3453;202435;Costos;2;B2-303;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-346;202435;Riesgos F°sicos;2;LAB;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-347;202435;Riesgos F°sicos;2;LAB;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-349;202435;Riesgos F°sicos;2;B2-303;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-350;202435;Riesgos Qu°micos y Tecnol¢gic;2;LAB;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-353;202435;Riesgos Qu°micos y Tecnol¢gic;2;B3-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-353;202435;Riesgos Qu°micos y Tecnol¢gic;2;B2-302;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-354;202435;Medicina Preventiva y del Trab;1;LAB;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;33,75;83,75;Desempe§o Bueno;-
35-3548;202435;Pr†ctica Formativa III;3;302;1;267203;LPID;IBA;IBA;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-355;202435;Medicina Preventiva y del Trab;1;B3-303;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;33,75;83,75;Desempe§o Bueno;-
35-356;202435;Medicina Preventiva y del Trab;1;LAB;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;33,75;83,75;Desempe§o Bueno;-
35-357;202435;Medicina Preventiva y del Trab;1;B3-303;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;34,85;84,85;Desempe§o Bueno;-
35-3577;202435;Legislaci¢n Comercial;2;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3578;202435;Fundam de Econom y Micro;1;B2-302;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;38,75;88,75;Desempe§o Bueno;-
35-3579;202435;Introducci¢n de Investigaci¢n;1;B2-303;1;845362;ADFU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-358;202435;Presupuestos;2;B3-303;1;335480;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3580;202435;C†lculo Integral;2;B2-303;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3583;202435;Costos;2;B2-304;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3582;202435;Legislaci¢n Comercial;2;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3583;202435;Macroeconom°a;2;B2-303;1;873433;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3584;202435;Presupuestos;1;B2-303;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3585;202435;Investigaci¢n Formativa;1;B2-303;1;532764;ADFU;IBA;IBA;PD;INNOVAME;50;48,3;98,3;Desempe§o Excelente;-
35-3586;202435;Macroeconom°a;2;B3-306;1;873433;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3587;202435;Mediaciones Tecnol¢gicas en Ed;2;204;1;779067;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3588;202435;Educaci¢n Inclusiva y Diversid;1;303;1;735388;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-359;202435;Presupuestos;2;B2-302;1;335480;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3590;202435;Pr†ctica Formativa III;3;303;1;267203;LPID;IBA;IBA;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-3593;202435;Electiva Cp;2;204;1;622390;LPID;IBA;IBA;PD;;0;0;0;No evaluada;-
35-3594;202435;Pr†ctica de Profundizaci¢n I;3;303;1;779067;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-3596;202435;Electiva Cp;2;202;1;539534;LPID;IBA;IBA;PD;;0;0;0;No evaluada;-
35-3597;202435;Did†ctica de la Segunda Lengua;2;204;1;404250;LEID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3599;202435;Administraci¢n y Gesti¢n Educa;1;SALA A;1;267203;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3600;202435;Electiva Cp;1;303;1;539534;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-3603;202435;Did†ctica de la Segunda Lengua;2;203;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3602;202435;Pr†ctica de Profundizaci¢n I;3;305;1;779067;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3603;202435;Ambientes de Aprendizaje;1;204;1;65740208;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3604;202435;Electiva Cp;2;303;1;622390;LPID;IBA;IBA;PD;;0;0;0;No evaluada;-
35-3605;202435;Pr†ctica de Profundizaci¢n II;3;204;1;735388;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3606;202435;Electiva Cp;1;303;1;539534;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-3607;202435;Ambientes de Aprendizaje;2;303;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3608;202435;Pr†ctica de Profundizaci¢n II;3;303;1;735388;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3609;202435;Electiva Cp;1;305;1;539534;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-363;202435;Presupuestos;2;B3-303;1;845403;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3630;202435;Ambientes de Aprendizaje;2;202;1;735388;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-3633;202435;Pr†ctica de Profundizaci¢n II;3;204;1;735388;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-3628;202435;êtica Profesional;1;VIRTU;2;779067;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3632;202435;êtica Profesional;1;VIRTU;2;404250;LEID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-3633;202435;êtica Profesional;1;VIRTU;2;340923;LPID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-3634;202435;êtica Profesional;1;VIRTU;2;340923;LPID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-3636;202435;êtica Profesional;1;VIRTU;2;404250;LEID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-3638;202435;êtica Profesional;2;VIRTU;2;779067;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3639;202435;êtica Profesional;2;VIRTU;2;404250;LEID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3640;202435;êtica Profesional;1;VIRTU;2;779067;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-3643;202435;êtica Profesional;2;VIRTU;2;779067;LPID;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-382;202435;Presupuestos;2;B2-303;1;407424;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-383;202435;Riesgos Biol¢gico;1;B3-303;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;47,05;97,05;Desempe§o Excelente;-
35-385;202435;Riesgos Biol¢gico;1;B3-303;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;46,55;96,55;Desempe§o Excelente;-
35-386;202435;Riesgos Biol¢gico;1;B2-303;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;47,65;97,65;Desempe§o Excelente;-
35-387;202435;An†lisis y Diagn Empresarial;1;B3-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-388;202435;An†lisis y Diagn Empresarial;1;B2-302;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-389;202435;An†lisis y Diagn Empresarial;1;B3-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-390;202435;Riesgos P£blicos;2;B2-304;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-393;202435;Riesgos P£blicos;2;B3-302;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-432;202435;Riesgos P£blicos;2;B2-305;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-434;202435;Riesgos Psicosociales;1;B3-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;45,95;95,95;Desempe§o Excelente;-
35-435;202435;Riesgos Psicosociales;1;B2-302;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;45,6;95,6;Desempe§o Excelente;-
35-436;202435;Riesgos Psicosociales;1;B2-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;47,05;97,05;Desempe§o Excelente;-
35-437;202435;Estad°stica Descriptiva;2;SALA A;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-438;202435;Estad°stica Descriptiva;2;B3-302;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-439;202435;Estad°stica Descriptiva;2;SALA A;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-420;202435;Introducci¢n a la Investigaci¢;1;B3-303;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;49,4;99,4;Desempe§o Excelente;-
35-423;202435;Introducci¢n a la Investigaci¢;1;B2-303;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-422;202435;Ergonom°a;1;B3-303;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-423;202435;Ergonom°a;1;B3-307;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-424;202435;Riesgos Locat y Tareas de Alto;2;B2-302;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-425;202435;Riesgos Locat y Tareas de Alto;2;B2-302;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-426;202435;Toxicolog°a;2;B2-302;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-427;202435;Toxicolog°a;2;B2-302;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-480;202435;Epidemiolog°a;1;B3-303;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;34,85;84,85;Desempe§o Bueno;-
35-483;202435;Epidemiolog°a;1;B2-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;45,95;95,95;Desempe§o Excelente;-
35-483;202435;Investigaci¢n de Eventos Labor;1;B3-303;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;45,65;95,65;Desempe§o Excelente;-
35-484;202435;Investigaci¢n de Eventos Labor;1;B2-303;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;47,5;97,5;Desempe§o Excelente;-
35-493;202435;Metodolog°a de la Investigac;2;B2-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-495;202435;Metodolog°a de la Investigac;2;B3-303;1;433766;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-534;202435;Estructura de un Plan Negocios;1;VIRTU;2;782232;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;SI
35-535;202435;Estructura de un Plan Negocios;1;VIRTU;2;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-538;202435;Formulaci¢n y Evaluaci¢n de Pr;2;B2-303;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-539;202435;Formulaci¢n y Evaluaci¢n de Pr;2;B3-307;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-523;202435;An†lisis Financiero;1;B3-307;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-522;202435;An†lisis Financiero;1;B2-303;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-524;202435;Plan de Emergencia y Contingen;1;B3-302;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-525;202435;Plan de Emergencia y Contingen;1;B2-303;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-527;202435;Sist de Gest de Segur y Salud;2;B2-303;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-528;202435;Sist de Gest de Segur y Salud;2;LAB;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-533;202435;Sistemas Integrados de Gesti¢n;1;B3-303;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;48,75;98,75;Desempe§o Excelente;-
35-533;202435;Sistemas Integrados de Gesti¢n;1;B2-304;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;46,4;96,4;Desempe§o Excelente;-
35-534;202435;Sistemas Integrados de Gesti¢n;1;LAB;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;25,45;75,45;Desempe§o Aceptable;-
35-536;202435;Electiva Cpc;2;VIRTU;2;656359;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-537;202435;Electiva Cpc;2;VIRTU;2;656359;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-538;202435;Pr†ctica Profesional;3;B3-303;1;439508;ASOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-540;202435;Pr†ctica Profesional;3;LAB;1;590030;ASOD;LERIDA;NORTE;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-57287;202435;Proyecto de Vida;2;B3-306;1;370873;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57290;202435;C†lculo Diferencial e Integral;2;3;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57294;202435;C†lculo Diferencial e Integral;1;B3-306;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57295;202435;C†lculo Diferencial e Integral;1;B3-302;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57304;202435;C†lculo Diferencial e Integral;2;B3-302;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57306;202435;C†lculo Diferencial e Integral;2;B3-307;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57333;202435;Fundam de Econom y Micro;2;2;1;266878;AEMD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57333;202435;Fundam de Econom y Micro;1;B3-302;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57339;202435;Fundam de Econom y Micro;2;B3-304;1;537748;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57323;202435;Fundam de Econom y Micro;1;B2-303;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57323;202435;Fundam de Econom y Micro;1;SALA C;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57330;202435;Introducci¢n a la Administrac;1;B3-304;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57338;202435;Fundamen de Matemat Financiera;2;B2-302;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57343;202435;Fundamentos de Mercado;1;B2-303;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57344;202435;Legislaci¢n Tributaria;2;B2-302;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57345;202435;Electiva Cpc;2;B2-303;1;872553;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57346;202435;µlgebra Lineal;1;B3-305;1;988422;ADFU;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-57353;202435;Matem†ticas Financieras;1;B2-304;1;335480;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57352;202435;Electiva Cp;2;B2-302;1;486830;AETH;IBA;IBA;PD;;0;0;0;No evaluada;-
35-57354;202435;Estad°stica Descriptiva;1;B3-306;1;988422;ADFU;IBA;IBA;PD;INNOVAME;50;45,45;95,45;Desempe§o Excelente;SI
35-57356;202435;An†lisis Financiero;2;B2-303;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57357;202435;Electiva Cp;2;B2-303;1;872553;ADFU;IBA;IBA;PD;;0;0;0;No evaluada;-
35-57593;202435;Electiva Cpc;1;B3-304;1;486830;AETH;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57593;202435;Estad°stica Inferencia;1;B3-305;1;873405;ADFU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-57594;202435;Auditor°a Financiera;1;B2-305;1;486830;AETH;IBA;IBA;PD;INNOVAME;35;40;75;Desempe§o Aceptable;SI
35-57595;202435;Gerencia EstratÇgica;2;B2-303;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57596;202435;An†lisis y Diagnostico Organ;1;B3-305;1;872553;ADFU;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-57597;202435;Electiva Cpc;2;B2-302;1;845403;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57600;202435;Gerencia EstratÇgica;2;B3-307;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57726;202435;µlgebra Lineal;1;SALA C;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57727;202435;Costos;1;3;1;984449;AEMD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-57728;202435;Macroeconom°a;1;2;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-57729;202435;Planeaci¢n y Organizaci¢n;2;33;1;266878;AEMD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57730;202435;µlgebra Lineal;1;B3-303;1;958058;ISUM;LERIDA;NORTE;PD;INNOVAME;30;40;70;Desempe§o Aceptable;SI
35-57733;202435;Introducci¢n de Investigaci¢n;1;5;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-57732;202435;µlgebra Lineal;2;B3-307;1;850374;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-57734;202435;µlgebra Lineal;1;B2-304;1;958058;ISUM;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
